dataset,split,protocol,seed,train_seed,support_query_seed,support_frac,method,method_label,method_family,is_oracle,drift_space,selected_hparams,selection_source,AUC_old,AUC_new,RMSE_old,RMSE_new,ACC_old,ACC_new,F1_old,F1_new,TMD,n_old_test,n_new_test,Balanced_AUC,Balanced_ACC,ACC_overall
a0910,user,merged_10seed,5,5,7,0.5,Full-Replay,Full Replay Oracle,oracle,True,gncdm_concept,{},fixed_or_not_applicable,0.6548734799857121,0.690584607158087,0.4552102590926247,0.4588470981499895,0.6977565990255394,0.6869369369369369,0.7926842704469499,0.7851273289398747,0.0371515490114688,18677,8436,0.6727290435718996,0.6945107003989587,0.6943901449489175
a0910,user,merged_10seed,5,5,7,0.5,C-LoRA-GNCDM,C-LoRA-GNCDM (lambda=10),gncdm_baseline,False,gncdm_concept,"{""lambda"": 10.0}",fixed_from_existing_result,0.6375609782468671,0.6752054477551523,0.5252595188416143,0.4699332842130541,0.6003105423783263,0.6569464201043148,0.6736041274977045,0.7367176128093159,0.0498165413737297,18677,8436,0.6563832130010097,0.6173013056961227,0.6179323571718364
a0910,user,merged_10seed,5,5,7,0.5,ICD,ICD,external_baseline,False,icd_trait,{},fixed_protocol_external_icd,0.6175679079884121,0.6479567083998348,0.5038264506443288,0.4888866412348883,0.5133632093299498,0.6338922155688623,0.5261553020345934,0.713146288824247,4.12156343460083,18677,8436,0.6327623081941234,0.5495219112016235,0.5508648763026738
a0910,user,merged_10seed,5,5,7,0.5,CLEAN-Full,Ours (Dynamic DNA),gncdm_strategy,False,gncdm_concept,{},fixed_or_not_applicable,0.6678640535006528,0.6994097958911719,0.4485896717839897,0.4579831619155908,0.7012368153343684,0.6761498340445709,0.799971322053341,0.7568962448834312,0.0,18677,8436,0.6836369246959124,0.6937107209474291,0.6934311953675358
a0910,user,merged_10seed,5,5,7,0.5,CLEAN-LoRA,Ours (LoRA),gncdm_strategy,False,gncdm_concept,{},fixed_or_not_applicable,0.6678640535006528,0.7239363148387276,0.4485896717839897,0.4466168625288694,0.7012368153343684,0.6987908961593172,0.799971322053341,0.7867036011080333,0.0,18677,8436,0.6959001841696901,0.700503039581853,0.7004757865230701
a0910,user,merged_10seed,11,11,7,0.5,G-NCDM(Anchor),Base,anchor,False,gncdm_concept,{},fixed_or_not_applicable,0.658005912930243,,0.4563328784077617,,0.6991486855490711,,0.790734050873338,,,18677,8436,,,
a0910,user,merged_10seed,11,11,7,0.5,EWC,EWC (lambda=10000),continual_learning_baseline,False,embedding,"{""lambda"": 10000}",fixed_from_existing_result,0.719775484282357,0.6847762516609619,0.4937018495537238,0.5128198174260573,0.6949724259784762,0.6653627311522048,0.7746707273662145,0.7400313104337416,0.0849718526005745,18677,8436,0.7022758679716594,0.6860895175305948,0.6857595987164828
a0910,user,merged_10seed,11,11,7,0.5,DER++,DER++ (mem=5000),continual_learning_baseline,False,embedding,"{""mem_size"": 5000}",fixed_from_existing_result,0.6889711008237411,0.6803511719284474,0.5015224392044012,0.5069833144666313,0.6716817476040049,0.6583688952110005,0.7583543505674654,0.7351102941176471,0.1165450811386108,18677,8436,0.6846611363760943,0.6676878918861036,0.667539556670232
a0910,user,merged_10seed,11,11,7,0.5,C-LoRA,C-LoRA (lambda=10.0),continual_learning_baseline,False,embedding,"{""lambda"": 10.0}",fixed_from_existing_result,0.6924069663505957,0.6841567900771027,0.4604740171304999,0.4757276237378331,0.6909032499866146,0.6660739687055477,0.7812014402122418,0.7530463750328745,0.1427168548107147,18677,8436,0.6882818782138492,0.6834544656022945,0.6831778113819938
a0910,user,merged_10seed,11,11,7,0.5,X-DER,X-DER (mem=5000),gncdm_baseline,False,gncdm_concept,"{""mem_size"": 5000}",fixed_from_user_specification,0.6571615165867029,0.6767606164759792,0.4552572971179649,0.4639532736568226,0.7040209883814317,0.6711711711711712,0.798645006192176,0.771499176276771,0.0381017215549945,18677,8436,0.666961066531341,0.6941660432183535,0.6938000221296057
a0910,user,merged_10seed,11,11,7,0.5,Full-Replay,Full Replay Oracle,oracle,True,gncdm_concept,{},fixed_or_not_applicable,0.6578839267690104,0.6866850011091721,0.4547713517462898,0.4589386925142255,0.7065374524816619,0.6714082503556188,0.8008285184781424,0.7723764164887502,0.0276439003646373,18677,8436,0.6722844639390912,0.6959986918438489,0.695607273263748
a0910,user,merged_10seed,11,11,7,0.5,C-LoRA-GNCDM,C-LoRA-GNCDM (lambda=10),gncdm_baseline,False,gncdm_concept,"{""lambda"": 10.0}",fixed_from_existing_result,0.6426495410042409,0.656623232708539,0.4732593105906785,0.4904932567868542,0.660545055415752,0.5926979611190137,0.7505508341202393,0.6349341266468338,0.0320529304444789,18677,8436,0.6496363868563899,0.6401909271267305,0.6394349574005089
a0910,user,merged_10seed,11,11,7,0.5,ICD,ICD,external_baseline,False,icd_trait,{},fixed_protocol_external_icd,0.6175679079884121,0.6479567083998348,0.5038264506443288,0.4888866412348883,0.5133632093299498,0.6338922155688623,0.5261553020345934,0.713146288824247,4.12156343460083,18677,8436,0.6327623081941234,0.5495219112016235,0.5508648763026738
a0910,user,merged_10seed,11,11,7,0.5,CLEAN-Full,Ours (Dynamic DNA),gncdm_strategy,False,gncdm_concept,{},fixed_or_not_applicable,0.658005912930243,0.7123347797614696,0.4563328784077617,0.4528991472972093,0.6991486855490711,0.6942863916548128,0.790734050873338,0.7804171988080034,0.0,18677,8436,0.6851703463458563,0.6976899973807935,0.6976358204551322
a0910,user,merged_10seed,11,11,7,0.5,CLEAN-LoRA,Ours (LoRA),gncdm_strategy,False,gncdm_concept,{},fixed_or_not_applicable,0.658005912930243,0.7188595473719271,0.4563328784077617,0.4481331402583101,0.6991486855490711,0.6961830251303935,0.790734050873338,0.7843500210349179,0.0,18677,8436,0.6884327301510851,0.6982589874234677,0.698225943274444
a0910,user,merged_10seed,13,13,7,0.5,G-NCDM(Anchor),Base,anchor,False,gncdm_concept,{},fixed_or_not_applicable,0.6622363861453046,,0.4544321575274207,,0.6968463886063072,,0.7898448519040903,,,18677,8436,,,
a0910,user,merged_10seed,13,13,7,0.5,EWC,EWC (lambda=10000),continual_learning_baseline,False,embedding,"{""lambda"": 10000}",fixed_from_existing_result,0.7076428882325119,0.6835772030639874,0.5000631020329064,0.5141762198360239,0.6845853188413557,0.6563537221431959,0.767402376910017,0.7299487657196088,0.0844369977712631,18677,8436,0.6956100456482497,0.6761158398319077,0.6758012761405967
a0910,user,merged_10seed,13,13,7,0.5,DER++,DER++ (mem=5000),continual_learning_baseline,False,embedding,"{""mem_size"": 5000}",fixed_from_existing_result,0.6942655560210056,0.6796973982613479,0.5001069267187056,0.5088797627518914,0.6743588370723349,0.6583688952110005,0.7594335891147852,0.7352562924857615,0.1155113503336906,18677,8436,0.6869814771411767,0.6695618545139346,0.6693836904805812
a0910,user,merged_10seed,13,13,7,0.5,C-LoRA,C-LoRA (lambda=10.0),continual_learning_baseline,False,embedding,"{""lambda"": 10.0}",fixed_from_existing_result,0.7021347677107385,0.7066076849513491,0.4591790633332233,0.4659247647889802,0.6944905498741768,0.6861071597913703,0.7812452077902162,0.7639928698752229,0.1467965245246887,18677,8436,0.7043712263310438,0.6919755328493348,0.6918821229668425
a0910,user,merged_10seed,13,13,7,0.5,X-DER,X-DER (mem=5000),gncdm_baseline,False,gncdm_concept,"{""mem_size"": 5000}",fixed_from_user_specification,0.6622168385601532,0.6710939230247259,0.4549430190448879,0.4654508707532298,0.6952401349253092,0.6600284495021337,0.7911805708415878,0.7617940199335548,0.0361064188182354,18677,8436,0.6666553807924396,0.6846766292983565,0.6842842916682035
a0910,user,merged_10seed,13,13,7,0.5,Full-Replay,Full Replay Oracle,oracle,True,gncdm_concept,{},fixed_or_not_applicable,0.6581002226117234,0.6910984721721143,0.4561423358939043,0.4591919789098263,0.6891363709375168,0.6703413940256046,0.7853921786057515,0.7774309723889555,0.029826633632183,18677,8436,0.6745993473919188,0.6834978778639431,0.6832884594106148
a0910,user,merged_10seed,13,13,7,0.5,C-LoRA-GNCDM,C-LoRA-GNCDM (lambda=10),gncdm_baseline,False,gncdm_concept,"{""lambda"": 10.0}",fixed_from_existing_result,0.6492015091658725,0.6725771724098443,0.49108256997112,0.4672009790136757,0.6428762649247738,0.6698672356567094,0.7278217579368318,0.7513614855816445,0.0313394591212272,18677,8436,0.6608893407878584,0.6509735561443544,0.6512742964629513
a0910,user,merged_10seed,13,13,7,0.5,ICD,ICD,external_baseline,False,icd_trait,{},fixed_protocol_external_icd,0.6175679079884121,0.6479567083998348,0.5038264506443288,0.4888866412348883,0.5133632093299498,0.6338922155688623,0.5261553020345934,0.713146288824247,4.12156343460083,18677,8436,0.6327623081941234,0.5495219112016235,0.5508648763026738
a0910,user,merged_10seed,13,13,7,0.5,CLEAN-Full,Ours (Dynamic DNA),gncdm_strategy,False,gncdm_concept,{},fixed_or_not_applicable,0.6622363861453046,0.7081048405552256,0.4544321575274207,0.4527833004869845,0.6968463886063072,0.6776908487434803,0.7898448519040903,0.7811317717137567,0.0,18677,8436,0.6851706133502651,0.6910997266474591,0.6908862907092539
a0910,user,merged_10seed,13,13,7,0.5,CLEAN-LoRA,Ours (LoRA),gncdm_strategy,False,gncdm_concept,{},fixed_or_not_applicable,0.6622363861453046,0.7238691417559431,0.4544321575274207,0.4464083626040226,0.6968463886063072,0.7023470839260313,0.7898448519040903,0.7875814228914644,0.0,18677,8436,0.6930527639506239,0.6984965972022243,0.6985578873603069
